Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122303;Cloches de guidage - intervention au câble lisse;Cloches de guidage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122304;Calibres - intervention au câble lisse;Calibres - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122305;Matériel pour pression de fond - intervention au câble lisse;Matériel pour pression de fond - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122306;Outils de diamétrage - intervention au câble lisse;Outils de diamétrage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122307;Cuillers de cimentation - intervention au câble lisse;Cuillers de cimentation - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122308;Coupe-tubes chimiques - intervention au câble lisse;Coupe-tubes chimiques - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122309;Centreurs pour chapelets d'outils  - intervention au câble lisse;Centreurs pour chapelets d'outils  - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122310;Centreurs à serre-câbles - intervention au câble lisse;Centreurs à serre-câbles - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122311;Localisateurs de joints - intervention au câble lisse;Localisateurs de joints - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122312;Collecteurs - intervention au câble lisse;Collecteurs - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122313;Outils pour collisions - intervention au câble lisse;Outils pour collisions - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122314;Raccords de réduction - intervention au câble lisse;Raccords de réduction - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122315;Matériel de mesure de la profondeur - intervention au câble lisse;Matériel de mesure de la profondeur - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122316;Vases de Dewar - intervention au câble lisse;Vases de Dewar - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122317;Outils de mesure du pendage - intervention au câble lisse;Outils de mesure du pendage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122318;Outils de forage dirigé - intervention au câble lisse;Outils de forage dirigé - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122319;Masselottes - intervention au câble lisse;Masselottes - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122320;Poinçonneurs - intervention au câble lisse;Poinçonneurs - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122321;Sectionneurs à charge creuse - intervention au câble lisse;Sectionneurs à charge creuse - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122322;Bouchons de débris - intervention au câble lisse;Bouchons de débris - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122323;Outils de guidage - intervention au câble lisse;Outils de guidage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122324;Genouillères - intervention au câble lisse;Genouillères - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122325;Blocs d'empreinte - intervention au câble lisse;Blocs d'empreinte - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122326;Mandrins de localisation - intervention au câble lisse;Mandrins de localisation - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122327;Mandrins de blocage - intervention au câble lisse;Mandrins de blocage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122328;Lubrificateurs - intervention au câble lisse;Lubrificateurs - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122329;Curettes mécaniques - intervention au câble lisse;Curettes mécaniques - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122330;Obturateurs mécaniques - intervention au câble lisse;Obturateurs mécaniques - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122331;Autres outils d'intervention au câble lisse;Autres outils d'intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122332;Racleurs de paraffine;Racleurs de paraffine/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122333;Douilles de câble - intervention au câble lisse;Douilles de câble - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122334;Outils de montage et de descente - intervention au câble lisse;Outils de montage et de descente - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122335;Outils de séparation - intervention au câble lisse;Outils de séparation - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122336;Réas ou moufles de plancher - intervention au câble lisse;Réas ou moufles de plancher - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122338;Accessoires pour outils de remontage - intervention au câble lisse;Accessoires pour outils de remontage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122339;Outils de remontage - intervention au câble lisse;Outils de remontage - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122340;Outils de descente - intervention au câble lisse;Outils de descente - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122341;Unités d'intervention au câble lisse;Unités d'intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122342;Câbles pour intervention au câble lisse;Câbles pour intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122343;Outils soniques - intervention au câble lisse;Outils soniques - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122344;Entretoises - intervention au câble lisse;Entretoises - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122345;Redresse-tubes - intervention au câble lisse;Redresse-tubes - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122346;Tendeurs - intervention au câble lisse;Tendeurs - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122347;Bouchons pour tiges - intervention au câble lisse;Bouchons pour tiges - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122348;Outils aux ultrasons - intervention au câble lisse;Outils aux ultrasons - intervention au câble lisse/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122349;Harpons à mâchoires - intervention au câble;Harpons à mâchoires - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122350;Coulisses de battage - intervention au câble;Coulisses de battage - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122351;Racleurs - intervention au câble;Racleurs - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122352;Harpons - intervention au câble;Harpons - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122353;Tiges - intervention au câble;Tiges - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122354;Soupapes - intervention au câble;Soupapes - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122356;Blocs obturateurs - intervention au câble;Blocs obturateurs - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122357;Accélérateurs de coulisses - intervention au câble;Accélérateurs de coulisses - intervention au câble/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122500;Matériel d'intervention par tube enroulé;Matériel d'intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122501;Outils de sablage;Outils de sablage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122502;Grues sur camion pour intervention par tube enroulé;Grues sur camion pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122503;Unités pour intervention par tube enroulé;Unités pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122504;Ensemble de flexibles pour intervention par tube enroulé;Ensemble de flexibles pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122505;Systèmes gonflables pour intervention par tube enroulé;Systèmes gonflables pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122506;Injecteurs pour intervention par tube enroulé;Injecteurs pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122507;Matériel de levage pour intervention par tube enroulé;Matériel de levage pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122508;Abris pour opérateurs;Abris pour opérateurs/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122509;Blocs d'alimentation pour intervention par tube enroulé;Blocs d'alimentation pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122510;Bobines pour intervention par tube enroulé;Bobines pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122511;Bobinoirs pour intervention par tube enroulé;Bobinoirs pour intervention par tube enroulé/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122512;Guide-tubes;Guide-tubes/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122513;Dispositifs de montage de tête de puits;Dispositifs de montage de tête de puits/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122514;Structures de support de tête de puits;Structures de support de tête de puits/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122515;Tubes d'intervention enroulés - champ pétrolifère;Tubes d'intervention enroulés - champ pétrolifère/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122800;Matériel et installations de forage et de reconditionnement;Matériel et installations de forage et de reconditionnement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122801;Agitateurs de boues;Agitateurs de boues/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122802;Réservoirs à boues;Réservoirs à boues/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122803;Matériel de forage à l'air;Matériel de forage à l'air/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122804;Barges de forage;Barges de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122806;Déflecteurs de fluides;Déflecteurs de fluides/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122807;Treuils de forage;Treuils de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122808;Matériel de plancher de forage;Matériel de plancher de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122809;Têtes d'injection de forage;Têtes d'injection de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122811;Élévateurs de forage;Élévateurs de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122812;Bras d'élévateurs de forage;Bras d'élévateurs de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122813;Unités de reconditionnement hydrauliques;Unités de reconditionnement hydrauliques/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122814;Systèmes de levage pour installations de forage;Systèmes de levage pour installations de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122815;Installations de forage autoélévatrices marines;installations de forage autoélévatrices marines/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122816;Carrés d'entraînement;Carrés d'entraînement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122817;Soupapes pour tiges d'entraînement;Soupapes pour tiges d'entraînement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122818;Essuie-tiges;Essuie-tiges/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122819;Tiges d'entraînement;Tiges d'entraînement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122820;Installations de forage terrestres;Installations de forage terrestres/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122824;Matériel de manutention de canalisations;Matériel de manutention de canalisations/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122825;Plate-formes de forage;Plate-formes de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122827;Patins pour installations de forage;Patins pour installations de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122828;Tubes prolongateurs pour installations de forage;Tubes prolongateurs pour installations de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122829;Tables de rotation pour installations de forage;Tables de rotation pour installations de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122830;Plate-formes autoélévatrices de reconditionnement;Plate-formes autoélévatrices de reconditionnement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122831;Installations de forage semi-submersibles;Installations de forage semi-submersibles/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122832;Coins de retenue pour planchers de forage;Coins de retenue pour planchers de forage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122833;Clés de dévissage;Clés de dévissage/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122834;Appareils de manoeuvre de tiges (Iron roughnecks);Appareils de manoeuvre de tiges (Iron roughnecks)/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122837;Installations de reconditionnement;Installations de reconditionnement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122838;Tamis vibrants;Tamis vibrants/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122839;Dégazeurs de boues;Dégazeurs de boues/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122840;Moufles fixes;Moufles fixes/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122841;Moufle mobile;Moufle mobile/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122842;Déssableurs de boue;Déssableurs de boue/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122843;Machines de désenvasement;Machines de désenvasement/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20122901;Canalisations pour matériel d'enregistrement de données en surface;Canalisations pour matériel d'enregistrement de données en surface/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20123000;Matériel pour puits multibranche;Matériel pour puits multibranche/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20123001;Tubage pour puits multibranche;Tubage pour puits multibranche/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20123002;Raccordements pour puits multibranche;Raccordements pour puits multibranche/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20123003;Packers pour puits multibranche;Packers pour puits multibranche/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141000;Matériel pour têtes de puits;Matériel pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141001;Actionneurs pour têtes de puits;Actionneurs pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141003;Conduites d'évacuation pour têtes de puits;Conduites d'évacuation pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141004;Robinets-vannes pour têtes de puits;Robinets-vannes pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141005;Duses pour têtes de puits de production;Duses pour têtes de puits de production/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141006;Arbres de Noël ou têtes de puits immergées;Arbres de Noël ou têtes de puits immergées/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141007;Arbres de Noël ou têtes de puits en surface;Arbres de Noël ou têtes de puits en surface/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141008;Soupapes de sûreté en surface pour têtes de puits;Soupapes de sûreté en surface pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141011;Têtes de colonne de production;Têtes de colonne de production/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141012;Enceintes protectrices de têtes de tubage;Enceintes protectrices de têtes de tubage/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141013;Bobines pour têtes de colonne de production;Bobines pour têtes de colonne de production/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141014;Bobines pour têtes de tubage;Bobines pour têtes de tubage/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141015;Tés et croix pour têtes de puits;Tés et croix pour têtes de puits/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141200;Matériel d'enlèvement du sable;Matériel d'enlèvement du sable/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141201;Matériel d'enlèvement du sable - puits de production;Matériel d'enlèvement du sable - puits de production/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141300;Éjecteurs de fond de trou;Éjecteurs de fond de trou/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141301;Éjecteurs et ancres de fond de trou;Éjecteurs et ancres de fond de trou/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141400;Accessoires de production - fond de trou;Accessoires de production - fond de trou/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20141401;Butées de tubage;Butées de tubage/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142400;Matériel - fond marin;Matériel - fond marin/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142401;Matériel pour têtes de puits de production sous-marins;Matériel pour têtes de puits de production sous-marins/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142402;Tuyaux flexibles ou câbles ombilicaux sous-marins;Tuyaux flexibles ou câbles ombilicaux sous-marins/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142403;Système répartiteur de production sous-marin;Système répartiteur de production sous-marin/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142404;Système VASPS (vertical annular separation and pumping system);Système VASPS (vertical annular separation and pumping system)/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;20142405;Composant et tête de puits d'éruption sous-marins;Composant et tête de puits d'éruption sous-marins/Matériel de production et d'exploitation de puits de pétrole et de gaz
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;21000000;Machines et matériel d'exploitation agricole et forestière, de pêche et d'aquaculture;Machines et matériel d'exploitation agricole et forestière, de pêche et d'aquaculture
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;21100000;Machines et matériel d'exploitation agricole, forestière et d'aménagement paysager;Machines et matériel d'exploitation agricole, forestière et d'aménagement paysager
Approvisionnement;G19;Machinerie et outils;G19 - Machinerie et outils;21101500;Machines agricoles de travail du sol;Machines agricoles de travail du sol/Machines et matériel d'exploitation agricole, forestière et d'aménagement paysager
